ARDR,ARK,REP,BCH,BTC,BCC,BCN,ADA,DASH,DCR,EOS,ETC,ETH,GAS,GNT,MIOTA,KMD,LSK,LTC,MAID,XMR,XEM,NEO,OMG,PIVX,QTUM,XRP,STEEM,XLM,STRAT,PAY,USDT,WAVES,ZEC
5.84,3.72,2.37,8.81,-0.32,-0.23,-3.46,1.34,2.38,-0.37,22.79,9.72,5.16,0.29,1.72,2.82,5.04,7.92,1.26,-2.52,-0.41,0.59,3.11,1.2,-1.44,1.95,2.86,2.81,3.32,13.06,1.26,0.46,14.77,1.35
5.57,3.66,2.21,8.67,-0.4,-0.35,-3.9,0.44,1.36,-1.86,24.65,9.59,5.17,-0.59,1.83,2.02,5.04,7.14,1.35,-2.91,-0.87,0.56,2.75,1.66,-1.92,2.36,2.85,2.11,4.0,11.23,2.51,0.08,14.64,1.36
5.57,3.66,2.21,8.67,-0.4,-0.35,-4.1,0.44,1.06,-0.89,24.65,9.59,5.17,-0.59,1.83,2.02,5.04,7.14,1.59,-2.2,-0.88,1.03,2.75,1.66,-1.92,2.36,2.73,2.11,3.9,11.23,2.51,0.61,14.64,1.36
6.92,4.08,2.09,7.88,0.03,-0.08,-3.54,1.2,0.84,-0.84,25.27,9.74,5.47,0.08,2.22,0.66,4.66,7.15,1.73,-2.18,-0.94,1.27,2.64,2.09,-1.6,2.36,2.91,3.59,3.75,11.81,3.15,0.49,14.34,1.45
6.92,4.08,2.09,7.45,0.03,-0.08,-3.54,0.76,0.84,-0.84,24.85,9.74,5.47,0.2,2.22,-1.01,4.66,7.15,1.73,-2.18,-0.94,1.27,2.64,2.15,-1.6,2.45,2.91,3.59,3.75,11.81,3.22,0.49,14.34,1.45
6.63,4.45,1.73,6.07,0.46,-0.08,-3.29,1.58,1.61,-1.42,23.81,9.69,5.34,0.81,2.17,-0.97,5.88,6.98,2.16,-1.38,-1.13,1.32,2.47,2.37,-0.71,2.79,2.92,3.63,3.69,13.52,3.51,0.35,13.71,1.41
7.74,5.1,2.41,5.75,0.65,0.72,-2.75,2.66,1.55,0.49,23.8,9.59,5.6,1.45,2.73,-0.88,6.41,7.8,2.89,-0.48,-0.59,1.63,2.6,2.58,0.08,2.76,3.03,4.41,4.78,15.05,4.07,0.5,14.59,1.72
7.74,5.1,2.3,5.75,0.65,0.72,-3.2,2.66,1.1,0.85,23.8,9.59,5.6,1.45,2.73,-0.88,6.41,7.8,2.92,-0.92,-0.42,1.98,2.6,2.58,0.08,2.76,3.09,4.41,5.48,15.05,4.07,0.05,14.59,1.72
7.66,5.76,2.48,5.8,0.84,0.88,-2.44,2.84,0.94,1.21,24.47,9.66,5.7,0.91,2.81,-1.2,5.81,7.97,3.24,-1.77,-0.42,1.4,2.19,2.68,0.05,2.76,2.99,3.95,5.61,14.86,3.5,0.3,14.47,2.06
7.35,6.21,2.52,4.23,1.14,1.27,-2.72,3.55,1.66,1.33,24.59,9.8,5.74,0.99,2.85,-1.91,5.39,8.1,3.35,-1.31,-0.4,2.37,2.43,2.44,0.36,2.8,3.11,4.97,5.61,14.51,4.36,0.32,17.02,2.49
7.17,6.52,2.33,3.78,1.2,1.4,-2.66,3.41,1.56,1.5,24.63,9.85,5.71,0.57,2.85,-1.65,6.01,8.58,3.2,-1.0,-0.45,2.28,2.8,2.46,-0.08,2.72,2.83,4.43,6.0,14.26,3.1,0.21,17.18,2.21
7.17,6.52,2.33,3.78,1.2,1.4,-2.66,3.41,1.56,1.5,24.63,9.85,5.71,0.57,2.85,-1.65,6.01,8.58,3.2,-1.0,-0.45,2.28,2.8,2.46,-0.08,2.72,2.99,4.43,6.0,14.26,3.1,0.21,17.18,2.21
7.74,6.71,2.55,3.16,1.37,1.62,-2.48,3.6,1.34,1.77,25.71,10.6,5.74,0.93,2.88,-0.36,5.7,8.72,3.26,-0.65,-0.35,2.25,3.14,2.79,0.17,2.64,2.99,4.6,5.79,14.24,4.34,0.23,16.8,2.59
7.67,6.77,2.34,2.6,1.61,1.57,-2.53,3.8,1.12,2.53,26.89,10.35,5.85,0.96,3.05,1.03,5.28,9.17,3.23,-0.65,-0.06,2.36,3.44,2.76,-0.55,2.75,2.93,4.59,6.04,13.63,4.66,0.15,16.31,2.51
7.69,7.19,2.86,1.91,2.05,2.26,-1.28,4.15,1.29,2.33,25.43,11.44,5.85,2.97,2.97,0.1,5.73,9.9,3.45,-0.27,0.16,2.89,4.39,3.28,-0.12,3.26,3.21,6.35,6.64,12.55,5.46,0.15,16.78,2.75
8.64,7.43,3.01,1.23,2.37,2.39,-1.05,3.74,0.88,2.61,25.62,11.7,5.78,1.63,3.0,0.12,5.48,10.06,3.29,-0.31,0.04,3.19,4.89,3.51,0.33,3.54,3.0,6.2,6.87,13.02,5.57,0.1,17.26,2.94
9.04,7.64,3.17,1.05,2.14,2.72,-1.34,4.29,0.67,3.35,25.49,11.03,5.77,2.07,3.22,0.11,5.87,10.5,3.24,-0.37,0.28,3.65,5.24,3.89,1.89,3.59,3.23,6.82,7.55,12.47,5.31,0.29,17.34,2.92
8.86,7.52,3.03,1.05,2.43,2.46,-0.7,4.29,0.37,2.74,25.49,11.07,5.56,2.07,2.81,0.11,6.14,9.85,3.26,-0.21,0.14,3.53,4.97,3.89,1.19,3.59,3.2,6.59,7.85,13.66,5.31,0.02,17.09,2.6
7.63,8.37,2.61,0.48,2.47,2.78,-0.95,4.86,0.29,3.56,25.33,10.68,5.6,1.57,2.99,0.8,7.27,10.06,3.3,-0.25,0.16,3.66,5.21,3.91,0.84,3.16,3.2,6.47,8.24,14.87,5.22,0.24,16.96,2.92
7.21,8.22,2.45,0.48,2.23,2.72,-0.64,4.86,0.22,3.33,25.33,10.5,5.55,1.57,3.14,0.8,6.17,9.62,3.34,-0.35,0.06,3.77,5.21,3.91,0.8,3.16,2.98,5.93,8.19,14.21,5.22,0.22,16.84,2.99
6.74,7.61,2.82,0.18,2.08,2.14,-2.06,3.85,-0.3,2.3,24.47,11.01,5.22,1.67,2.46,0.53,5.57,9.67,3.21,-0.65,-0.53,3.02,4.88,3.62,0.23,3.43,2.86,5.39,7.14,13.17,4.15,-0.21,16.72,2.69
7.07,7.3,2.84,0.37,2.01,2.29,-1.47,4.48,-0.44,2.91,24.49,10.68,5.03,2.75,2.47,0.68,6.16,9.99,3.29,-0.41,-0.47,2.46,4.88,3.97,1.04,3.4,2.85,5.4,6.3,12.64,4.51,-0.14,16.71,2.51
6.49,6.62,2.96,0.37,2.17,2.18,-2.56,4.48,-0.55,3.08,24.49,10.66,5.02,2.75,2.18,1.05,6.14,9.97,3.09,-0.75,-0.44,2.62,5.03,3.97,0.28,3.39,2.85,5.4,6.5,12.21,4.51,-0.08,16.47,2.57
6.49,6.62,2.96,0.16,2.17,2.18,-1.77,4.11,-0.51,3.29,24.34,10.66,5.02,2.76,2.18,1.05,6.14,9.97,3.25,-0.58,-0.37,2.56,5.03,4.16,0.37,3.39,3.03,5.4,6.45,12.21,4.85,-0.24,16.47,2.57
6.71,6.9,3.09,-0.27,2.43,2.27,-2.9,3.39,-0.35,3.29,24.35,10.91,4.93,2.83,2.08,2.04,6.45,9.95,3.26,-0.48,-0.4,2.53,5.56,4.22,1.03,3.21,2.78,5.45,6.72,12.73,5.06,-0.2,16.64,2.61
6.74,7.74,3.31,-0.51,2.66,2.62,-2.11,3.47,-0.16,3.39,24.9,11.39,5.06,3.24,2.42,1.86,6.79,10.12,3.23,-0.23,-0.15,3.07,5.97,4.54,0.72,3.5,2.8,5.61,6.87,13.29,5.35,-0.11,17.17,2.86
7.33,7.32,3.48,-0.51,2.8,2.69,-2.52,3.47,-0.14,3.99,24.9,11.39,5.03,3.24,2.42,1.86,6.79,10.18,3.28,-0.19,-0.04,2.15,6.28,4.54,0.85,3.5,3.02,9.29,7.28,14.05,5.35,-0.1,17.45,2.9
7.33,7.32,3.48,-0.63,2.8,2.69,-2.52,4.38,-0.14,3.99,25.05,11.39,5.03,3.41,2.42,1.63,6.95,10.18,3.28,-0.19,-0.04,2.15,6.28,4.48,0.85,3.43,3.02,9.29,7.28,14.05,5.23,-0.1,17.45,2.9
6.61,7.37,3.35,-2.17,2.46,2.16,-3.03,3.62,-0.5,3.58,26.35,11.28,4.79,3.14,2.04,0.48,6.33,9.92,3.13,-0.58,-0.36,2.21,5.87,4.19,0.38,3.32,2.72,6.19,9.26,13.42,4.29,-0.15,17.02,2.6
7.47,7.45,3.28,-2.75,2.4,2.08,-2.76,4.13,-0.56,3.68,26.27,11.33,4.67,3.02,1.92,0.55,6.41,9.95,3.08,-0.64,-0.33,2.26,5.47,4.28,0.4,3.43,2.87,5.69,11.95,13.03,4.51,-0.0,17.95,2.76
7.2,7.03,3.29,-2.36,1.84,1.64,-3.03,3.75,-0.93,3.39,26.02,11.18,4.37,2.61,1.77,0.49,6.13,9.78,3.05,-1.52,-0.55,1.86,5.13,4.24,0.67,3.44,2.78,5.91,11.56,11.6,3.81,-0.37,18.46,2.53
6.87,6.91,3.12,-2.53,2.06,1.44,-3.14,4.02,-0.75,3.19,25.71,10.69,4.42,1.04,1.5,0.7,6.66,9.4,2.94,-1.24,-0.67,1.7,4.75,3.96,-0.26,2.95,2.8,6.34,10.88,11.79,3.49,-0.44,18.15,2.51
6.87,6.91,3.12,-2.53,2.06,1.44,-3.14,4.02,-0.75,3.19,25.71,10.69,4.42,1.04,1.5,0.7,6.66,9.4,2.94,-1.24,-0.67,1.7,4.75,3.96,-0.26,2.95,2.8,6.34,10.88,11.79,3.49,-0.44,18.15,2.51
7.27,7.46,3.74,-2.88,1.89,1.75,-3.17,4.31,-1.18,3.53,26.32,10.87,4.45,1.88,1.68,0.92,7.51,10.36,2.95,-1.32,-0.65,1.84,4.95,4.26,0.05,3.37,2.79,6.68,11.07,12.68,3.82,-0.31,18.84,2.68
7.18,7.62,3.78,-3.78,2.09,1.57,-3.13,4.78,-1.25,3.17,27.79,10.85,4.39,1.7,1.47,0.88,6.53,10.11,2.95,-1.07,-0.74,1.69,5.19,4.13,-0.16,3.28,2.83,5.86,10.13,14.05,3.18,-0.31,18.85,2.42
7.18,7.62,3.78,-3.78,2.09,1.57,-3.13,4.82,-1.25,3.17,27.79,10.85,4.39,1.7,1.47,0.88,6.53,10.11,2.95,-1.07,-0.74,1.69,5.19,4.13,-0.16,3.28,2.83,5.86,10.13,14.05,3.18,-0.31,18.85,2.42
7.18,7.62,3.78,-3.78,2.09,1.57,-3.13,4.82,-1.25,3.17,27.79,10.85,4.39,1.7,1.47,0.88,6.53,10.11,2.95,-1.07,-0.74,1.69,5.19,4.13,-0.16,3.28,2.83,5.86,10.13,14.05,3.18,-0.31,18.85,2.42
8.12,8.95,4.06,-5.77,2.65,2.51,-2.3,4.63,-0.9,4.13,30.93,10.83,4.87,2.34,1.83,1.55,7.86,11.46,3.47,-0.88,-0.09,1.7,6.16,4.36,-0.05,3.53,2.95,6.21,13.85,14.32,3.62,-0.44,20.11,2.19
8.4,8.82,4.59,-7.0,2.7,2.51,-2.83,4.34,-0.82,5.57,33.31,10.78,4.95,3.95,1.77,1.56,8.4,11.43,3.66,-0.75,-0.21,2.06,6.23,4.47,-0.26,3.51,2.75,6.3,14.85,13.45,3.34,-0.17,20.53,2.15
7.55,7.8,4.04,-7.24,2.6,2.06,-2.17,4.72,-1.1,5.16,33.3,10.54,4.99,2.94,1.65,1.58,7.99,11.5,3.79,-1.1,-0.06,1.81,6.09,4.17,-0.23,3.47,2.89,6.69,14.18,13.45,3.12,-0.73,20.76,1.92
6.61,7.37,3.35,-2.17,2.46,2.16,-3.03,3.62,-0.5,3.58,26.35,11.28,4.79,3.14,2.04,0.48,6.33,9.92,3.13,-0.58,-0.36,2.21,5.87,4.19,0.38,3.32,2.72,6.19,9.26,13.42,4.29,-0.15,17.02,2.6
7.06,8.73,4.07,-5.08,2.33,2.86,-2.3,4.73,-0.49,5.94,35.08,10.7,5.15,2.27,2.24,2.12,8.98,12.42,4.17,-0.56,0.32,2.34,6.53,4.27,0.07,3.48,3.06,6.88,16.04,13.5,3.34,-1.13,20.97,2.36
6.74,8.65,4.16,-5.28,2.58,2.69,-1.48,4.79,-0.69,6.24,34.14,11.08,5.26,2.07,2.12,2.2,8.04,12.24,4.17,-0.8,0.29,2.33,6.82,4.34,-0.11,3.68,2.94,6.55,13.69,13.0,3.07,-0.41,20.64,2.68
6.7,8.48,3.67,-5.1,2.55,2.37,-1.75,4.39,-0.81,4.72,33.68,11.07,5.19,1.88,1.96,2.29,7.85,12.78,4.12,-0.66,0.05,1.53,6.59,4.1,-0.44,3.7,2.89,6.79,13.71,13.42,2.91,-0.59,19.91,2.36
6.85,8.83,3.44,-4.58,2.44,2.2,-1.93,4.73,-0.74,4.79,33.79,10.88,5.17,2.02,2.13,2.15,8.98,12.67,4.16,-0.55,0.2,1.86,7.17,4.16,-0.26,3.48,2.71,6.8,13.32,14.72,3.53,-0.6,19.79,2.52
7.08,9.78,2.87,-4.07,2.52,2.22,-1.76,4.7,-0.66,5.64,32.3,11.09,5.22,2.17,2.47,2.6,8.26,12.87,4.25,-0.22,0.12,1.97,7.22,4.1,0.28,3.7,2.72,6.83,13.31,14.3,3.07,-0.63,19.26,2.45
7.29,9.21,3.97,-3.96,2.63,2.39,-1.62,4.8,-0.64,5.09,30.84,10.91,5.31,2.17,2.35,2.52,7.62,14.8,4.31,-0.24,0.17,2.21,7.2,4.25,0.41,3.65,2.72,6.91,13.65,14.72,2.91,-0.53,19.14,2.48
7.43,9.96,3.94,-3.91,2.64,2.39,-1.63,4.74,-0.68,6.53,32.13,10.86,5.37,2.33,2.59,2.82,8.51,13.39,4.21,-0.55,0.21,1.8,7.19,4.25,0.68,3.45,2.49,6.98,14.13,14.13,3.01,-0.51,19.07,2.44
7.64,10.05,3.18,-4.4,2.82,2.65,-1.68,4.62,-0.62,6.17,33.86,10.81,5.41,1.91,2.44,2.84,8.23,14.24,4.1,-0.38,0.06,1.68,7.16,3.95,0.53,3.63,2.47,6.98,14.63,13.65,2.88,-0.4,18.66,2.29
6.81,10.05,3.54,-4.4,2.88,2.63,-1.63,4.62,-0.61,6.6,33.86,10.81,5.27,1.91,2.23,2.84,8.23,13.79,4.38,-1.15,-0.14,0.94,6.93,3.95,0.48,3.63,2.65,6.71,14.08,13.47,2.88,-0.68,18.66,2.29
6.81,10.05,3.54,-4.4,2.88,2.63,-1.63,4.62,-0.61,6.6,33.86,10.81,5.27,1.91,2.23,2.84,8.23,13.79,4.38,-1.15,-0.14,0.94,6.93,3.95,0.48,3.63,2.65,6.71,14.08,13.47,2.88,-0.68,18.66,2.29
7.36,10.07,3.03,-3.4,2.61,2.46,-1.44,4.68,-1.08,5.42,37.34,10.48,5.14,1.05,2.08,2.97,8.21,12.06,4.49,-1.89,-0.54,1.0,7.15,4.44,-0.69,3.86,2.55,6.58,15.39,12.36,4.29,-0.71,17.89,2.36
7.71,9.87,3.42,-3.21,2.48,2.67,-1.11,4.66,-0.92,6.68,37.99,10.44,5.29,2.42,2.32,3.13,8.88,12.12,4.71,-1.75,-0.24,0.86,7.04,5.05,-0.48,3.93,2.57,6.75,15.82,12.37,4.34,-0.3,18.19,2.73
6.32,10.07,3.22,-3.65,2.52,2.49,-1.93,4.39,-1.14,6.22,37.54,10.39,5.26,2.13,2.23,2.99,8.14,12.77,4.72,-1.75,-0.27,0.89,6.82,5.51,-0.76,3.81,2.72,7.06,14.85,12.1,4.57,-0.57,17.55,2.94
7.27,9.95,2.87,-3.71,2.55,2.58,-1.21,4.66,-1.53,6.09,38.51,10.57,5.37,2.08,2.3,3.04,8.75,12.32,4.58,-0.96,-0.16,0.7,6.6,5.42,-0.74,4.11,2.79,7.17,13.74,11.67,4.81,-0.3,17.68,3.09
7.67,10.3,3.11,-3.89,2.67,2.56,-1.19,4.15,-1.68,5.44,38.86,10.52,5.46,1.31,2.36,2.6,8.7,12.77,4.45,-1.36,-0.28,1.12,6.86,5.35,0.01,4.11,2.86,7.16,14.2,11.95,4.76,-0.42,16.49,3.52
7.55,10.59,2.87,-4.27,2.76,2.6,-1.28,3.64,-1.75,5.31,39.78,10.8,5.71,1.29,2.34,2.78,8.67,12.99,4.36,-1.43,-0.51,1.11,7.11,5.44,0.17,4.1,2.68,7.23,14.19,12.04,5.23,-0.2,15.78,3.27
7.6,10.37,3.04,-4.35,2.77,2.68,-1.47,3.94,-1.92,6.25,40.9,11.05,6.03,2.26,2.66,2.84,9.14,12.54,4.23,-1.25,-0.41,1.41,7.43,5.52,0.21,4.2,2.65,7.35,14.66,12.2,5.21,-0.18,16.21,3.24
7.6,10.37,3.2,-4.35,2.77,2.68,-2.34,3.94,-2.1,5.22,40.9,11.05,6.03,2.26,2.66,2.84,9.14,12.54,4.32,-1.54,-0.47,1.28,7.43,5.52,0.21,4.2,2.84,7.35,14.32,12.2,5.21,-0.43,16.21,3.24
7.82,10.3,3.2,-3.95,2.52,2.23,-1.67,3.24,-2.2,5.18,38.21,10.28,5.73,2.38,2.33,3.05,8.79,10.99,4.31,-1.66,-0.41,1.09,7.15,5.22,0.02,4.04,2.92,8.05,13.66,13.03,4.67,-0.34,15.6,3.04
7.51,10.1,3.56,-3.17,2.36,1.62,-1.88,3.38,-2.66,5.11,40.13,10.48,5.56,1.19,2.36,3.02,8.46,10.63,4.17,-1.21,-0.51,0.78,6.86,3.75,-0.63,3.74,2.61,7.79,13.42,12.73,4.79,-0.32,15.11,2.97
6.15,9.74,3.59,-3.65,2.5,1.59,-1.91,3.28,-2.52,5.47,40.37,10.56,5.63,1.55,2.13,3.58,7.72,10.91,4.16,-1.64,-0.5,0.79,6.87,4.17,-0.63,3.49,2.79,7.87,12.73,13.85,4.19,-0.31,14.96,3.11
6.27,10.2,3.36,-4.19,2.67,2.39,-2.33,3.23,-2.34,5.65,39.21,10.27,5.79,2.16,2.31,3.59,7.22,10.7,4.34,-1.77,-0.37,1.56,6.77,4.58,-0.02,3.5,2.61,8.23,12.88,14.09,4.48,-0.06,15.06,3.09
6.35,10.84,3.27,-3.62,2.44,1.81,-0.97,3.18,-2.67,5.52,38.15,10.17,5.91,3.0,2.51,3.42,7.2,10.52,4.35,-1.62,-0.27,1.21,6.78,4.48,-0.05,3.17,2.85,8.33,13.04,14.14,4.0,-0.26,14.66,2.95
6.35,10.84,3.27,-3.62,2.44,1.81,-0.97,3.18,-2.67,5.52,38.15,10.17,5.91,3.0,2.51,3.42,7.2,10.52,4.35,-1.62,-0.27,1.21,6.78,4.48,-0.05,3.17,2.85,8.33,13.04,14.14,4.0,-0.26,14.66,2.95
6.14,10.33,3.21,-3.2,2.21,1.26,-2.57,2.54,-2.51,4.95,40.1,10.03,5.93,2.47,2.02,2.65,6.63,10.67,4.1,-2.77,-0.26,0.79,6.03,4.15,-0.93,3.54,2.65,7.01,14.23,14.18,3.9,-0.26,14.38,2.49
6.25,10.53,3.32,-3.71,2.25,1.34,-1.78,2.85,-2.52,6.45,39.8,10.14,6.06,2.66,1.95,2.94,6.98,9.92,4.21,-2.35,-0.1,1.12,6.08,4.1,-0.45,3.29,2.65,7.16,13.67,14.61,3.2,-0.07,14.23,2.51
6.1,10.23,2.86,-3.6,2.04,2.04,-1.88,2.6,-2.26,6.51,39.28,10.35,6.34,2.82,1.69,3.19,7.96,9.65,4.22,-2.21,-0.12,0.42,6.23,3.97,-0.45,3.17,2.65,7.47,13.46,14.54,2.66,-0.26,13.98,2.87
5.7,10.11,2.85,-3.74,2.15,1.91,-2.13,2.51,-1.89,6.55,39.88,10.21,6.36,2.56,1.9,3.92,7.8,8.41,4.2,-1.78,-0.23,0.93,6.32,4.01,-0.53,3.39,2.56,7.41,13.66,14.89,3.72,-0.23,13.92,2.74
5.86,10.63,3.34,-3.9,2.24,2.1,-2.38,2.57,-1.69,6.43,39.39,10.48,6.6,2.47,1.98,3.92,7.82,8.08,4.15,-0.78,-0.28,1.44,6.45,4.27,-0.45,3.45,2.81,7.41,13.88,15.45,4.1,-0.11,13.53,2.81
7.87,10.89,3.21,-3.98,2.01,2.0,-1.83,2.79,-1.48,5.95,40.3,10.73,6.75,2.74,2.32,3.52,7.74,7.98,4.03,-1.31,-0.59,1.26,6.51,4.5,-0.49,3.41,2.77,7.93,13.81,14.93,4.59,-0.1,13.83,2.99
7.86,10.62,3.2,-4.21,2.1,1.85,-1.63,2.57,-1.65,5.33,39.43,11.19,6.78,2.01,2.33,3.58,7.51,7.79,3.87,-0.83,-0.77,1.24,6.25,4.6,-1.55,3.32,2.54,7.84,13.29,14.85,4.35,-0.15,13.44,2.88
7.91,11.35,3.21,-4.8,2.21,1.2,-1.5,2.57,-1.51,5.3,39.67,12.11,6.84,2.15,2.18,3.96,7.11,8.56,3.54,-0.88,-0.7,1.22,6.15,4.75,-0.66,3.13,2.41,7.92,13.35,15.16,4.35,0.01,13.47,2.72
8.01,12.64,3.14,-4.72,2.2,1.27,-1.74,2.72,-1.47,5.37,38.18,11.32,7.1,2.53,2.36,3.48,6.61,8.07,3.47,-0.57,-0.56,1.65,6.01,5.16,-0.62,3.23,2.62,7.95,13.14,15.63,4.24,-0.35,13.56,2.71
7.84,12.41,3.33,-4.81,2.24,1.29,-1.91,2.8,-1.44,6.01,37.55,11.86,7.2,2.73,2.17,3.0,6.51,8.2,3.51,-0.84,-0.64,1.56,6.05,5.72,-0.55,3.43,2.35,7.62,13.41,15.28,3.89,-0.33,13.34,2.7
7.85,11.58,3.66,-4.81,2.17,1.28,-2.84,2.8,-1.49,5.74,37.75,12.06,7.31,3.12,2.21,3.07,6.65,8.63,3.66,-0.77,-1.4,1.38,5.85,5.87,-1.42,3.21,2.36,7.87,13.34,15.27,4.32,-0.37,13.1,2.63
8.04,12.48,4.18,-4.16,2.08,1.27,-2.37,2.73,-1.6,5.0,38.65,11.95,6.83,3.12,2.29,2.76,6.85,9.24,3.45,-0.48,-1.55,1.44,5.76,5.84,-1.45,3.23,2.45,7.85,13.97,14.59,4.36,0.11,13.62,2.75
7.86,12.53,3.66,-4.7,1.91,1.86,-2.51,1.83,-1.46,5.78,37.1,12.34,6.49,2.97,2.34,1.93,6.49,8.85,3.07,-0.77,-1.67,1.61,5.35,4.96,-1.63,3.02,2.4,7.37,14.38,14.68,4.2,0.25,13.52,2.56
7.53,12.34,3.69,-4.87,1.67,1.51,-2.0,2.01,-1.46,6.25,37.32,12.62,6.19,2.7,2.13,2.17,6.17,8.79,3.0,-1.31,-2.06,1.04,4.93,4.34,-1.81,3.02,2.57,6.72,14.46,14.31,3.04,0.01,13.13,2.38
7.4,11.51,3.77,-4.68,1.47,1.25,-2.6,1.71,-1.43,5.95,35.54,12.44,6.18,2.3,2.06,1.72,5.74,8.77,2.7,-0.48,-1.97,1.03,4.48,4.04,-1.94,2.79,2.51,6.48,14.63,12.84,3.1,0.1,12.94,2.41
7.63,12.4,3.36,-4.79,1.48,0.44,-3.58,1.32,-1.41,6.77,35.73,12.83,5.85,2.2,1.88,1.23,5.57,8.78,2.55,-0.57,-2.26,0.99,4.41,4.25,-1.99,2.55,2.32,6.45,14.61,12.46,3.39,0.2,12.78,2.25
7.94,12.39,3.48,-4.68,1.35,1.15,-2.73,1.35,-1.19,7.79,36.18,12.84,6.02,2.16,1.98,2.26,6.34,8.33,2.49,-0.81,-2.25,1.12,4.51,4.4,-1.58,2.53,2.86,6.4,14.73,12.15,3.16,-0.06,13.0,2.34
7.81,12.42,3.27,-4.57,1.32,1.23,-2.76,1.37,-1.24,7.86,36.49,12.56,6.15,2.08,1.95,1.37,6.38,8.96,2.46,-0.35,-2.12,0.7,4.32,4.61,-1.93,2.65,2.88,6.31,14.84,12.09,3.23,0.5,13.26,2.45
7.23,10.58,3.05,-4.64,1.27,0.65,-3.31,0.8,-1.59,6.35,37.34,11.37,5.94,1.58,1.56,1.4,5.83,8.71,1.89,-0.98,-2.48,0.24,4.03,4.01,-2.45,2.5,2.58,5.66,14.82,12.16,2.79,0.08,12.67,2.3
7.57,11.46,3.36,-4.64,1.08,0.9,-3.31,0.8,-1.49,6.84,37.34,10.55,5.94,1.58,2.02,1.4,6.01,8.91,2.0,-0.32,-2.05,1.13,4.4,4.01,-2.52,2.5,2.95,4.83,15.63,12.12,2.79,0.04,12.86,2.22
7.61,12.34,3.02,-4.19,1.03,0.88,-3.67,0.98,-1.45,6.82,36.68,9.81,5.9,2.04,1.77,1.97,5.92,8.95,1.89,-0.43,-2.15,1.36,4.55,3.79,-2.55,2.48,3.12,5.62,18.84,11.51,2.25,0.25,12.97,2.15
7.45,11.45,2.8,-4.14,1.11,0.67,-3.86,-0.18,-1.39,6.6,35.78,9.55,5.89,1.92,1.87,1.84,5.66,8.66,2.01,-0.47,-2.32,0.72,4.35,3.36,-2.73,2.44,3.11,4.34,18.83,10.96,3.04,0.06,12.96,2.03
7.67,11.26,3.09,-3.88,1.18,0.92,-2.18,0.33,-1.33,6.88,34.51,9.41,6.1,2.25,2.22,2.11,5.53,8.85,2.14,0.4,-1.65,0.89,4.29,2.88,-2.45,2.39,2.94,4.64,17.96,11.23,3.17,0.13,13.18,2.29
7.29,11.31,4.0,-4.28,1.15,0.99,-2.03,0.28,-1.32,7.27,34.48,10.07,6.19,2.13,2.25,2.42,4.84,9.0,2.15,-0.01,-1.53,1.14,4.18,3.01,-2.49,2.35,3.24,3.93,18.89,11.12,3.14,0.12,13.33,2.25
7.32,11.09,3.87,-4.44,1.04,1.04,-1.82,-0.47,-1.21,6.89,32.96,10.22,6.33,3.08,2.07,2.59,4.33,9.32,2.05,0.15,-1.32,1.29,4.56,3.19,-1.87,2.57,3.1,4.7,20.61,11.51,2.66,0.13,13.5,2.06
7.54,10.22,3.28,-4.35,1.05,0.91,-1.85,-0.08,-1.17,6.22,32.43,10.04,6.52,1.84,2.39,2.67,4.8,9.44,2.05,0.23,-1.3,0.97,4.52,3.18,-2.15,2.54,3.0,3.45,20.22,11.7,3.31,-0.2,13.53,2.07
7.72,10.03,3.49,-4.35,1.1,1.16,-1.91,-0.08,-0.86,6.56,32.43,10.19,6.53,1.84,2.76,2.67,5.29,10.85,2.21,0.55,-0.79,1.67,4.69,3.18,-1.67,2.54,3.07,3.38,20.38,12.03,3.31,-0.02,13.75,2.1
7.55,10.08,3.5,-4.63,1.12,0.97,-1.87,0.08,-0.89,6.57,33.67,9.68,6.49,1.5,2.81,2.64,4.85,11.42,2.23,0.77,-0.34,1.5,4.63,3.62,-2.02,2.51,2.5,2.97,19.0,11.52,2.9,0.03,13.66,1.96
7.47,9.05,3.26,-4.96,1.13,0.9,-1.94,0.53,-0.37,7.26,34.38,9.92,6.49,1.72,2.8,3.01,4.49,10.9,2.21,0.77,-0.37,1.38,4.64,4.12,-1.81,2.35,2.94,2.83,18.08,11.57,3.12,0.09,13.68,2.06
7.47,9.05,3.26,-4.96,1.13,0.9,-2.12,0.53,-0.37,7.26,34.38,9.92,6.49,1.72,2.8,3.01,4.49,10.9,2.37,1.05,-0.5,1.82,4.64,4.12,-1.81,2.35,2.47,2.83,18.32,11.57,3.12,0.09,13.68,2.06
7.74,9.03,3.38,-6.01,1.57,1.12,-1.7,0.25,-0.11,7.59,34.98,9.35,6.68,1.5,2.85,4.13,4.82,12.36,2.83,1.4,-0.85,1.94,4.95,4.33,-2.13,1.82,2.73,2.15,18.24,12.04,2.53,-0.09,14.22,2.1
7.2,10.35,3.67,-6.12,1.87,1.89,-0.87,-0.16,0.29,7.89,34.11,8.91,6.63,2.49,3.24,5.13,5.58,12.73,3.07,1.9,-0.62,1.95,5.22,3.71,-1.32,2.2,2.35,2.36,18.75,13.74,1.87,0.12,14.93,2.58
